basename,anger,disgust,fear,joy,neutral,sadness,surprise
test/0002/dia72_utt5,1,0,0,0,0,0,0
test/0002/dia72_utt6,1,0,0,0,0,0,0
test/0002/dia72_utt7,1,0,0,0,0,0,0
test/0002/dia72_utt8,1,0,0,0,0,0,0
test/0002/dia72_utt9,1,0,0,0,0,0,0
test/0004/dia73_utt0,0,0,1,0,0,0,0
test/0006/dia73_utt1,0,0,0,0,1,0,0
test/0006/dia73_utt10,1,0,0,0,0,0,0
test/0004/dia73_utt2,1,0,0,0,0,0,0
test/0059/dia73_utt3,0,0,0,0,1,0,0
test/0006/dia73_utt4,0,0,0,0,1,0,0
test/0059/dia73_utt5,0,0,0,0,1,0,0
test/0000/dia73_utt6,0,0,0,0,1,0,0
test/0000/dia73_utt7,0,0,0,1,0,0,0
test/0006/dia73_utt8,1,0,0,0,0,0,0
test/0004/dia73_utt9,0,0,0,0,1,0,0
test/0000/dia74_utt0,0,0,0,1,0,0,0
test/0004/dia74_utt1,0,0,0,0,1,0,0
test/0001/dia74_utt2,0,0,0,0,1,0,0
test/0002/dia74_utt3,0,0,0,0,1,0,0
test/0000/dia74_utt4,0,0,0,0,1,0,0
test/0000/dia75_utt0,0,0,0,0,1,0,0
test/0119/dia75_utt1,0,0,0,0,1,0,0
test/0000/dia75_utt2,0,0,0,0,1,0,0
test/0000/dia75_utt3,0,0,0,0,1,0,0
test/0000/dia75_utt4,1,0,0,0,0,0,0
test/0000/dia75_utt5,0,0,0,0,1,0,0
test/0006/dia76_utt0,0,0,0,0,1,0,0
test/0002/dia76_utt1,0,0,0,0,1,0,0
test/0002/dia76_utt10,0,0,0,0,1,0,0
test/0006/dia76_utt11,0,0,0,0,1,0,0
test/0002/dia76_utt12,0,0,0,0,1,0,0
test/0006/dia76_utt13,0,0,0,0,1,0,0
test/0000/dia76_utt14,0,0,0,0,1,0,0
test/0002/dia76_utt15,0,0,0,0,1,0,0
test/0000/dia76_utt16,0,0,0,1,0,0,0
test/0002/dia76_utt17,0,0,0,0,1,0,0
test/0000/dia76_utt18,0,0,0,1,0,0,0
test/0001/dia76_utt2,0,0,0,0,1,0,0
test/0002/dia76_utt3,0,0,0,0,1,0,0
test/0001/dia76_utt4,0,0,0,0,1,0,0
test/0002/dia76_utt5,0,0,0,0,1,0,0
test/0001/dia76_utt6,0,0,0,0,1,0,0
test/0002/dia76_utt7,0,0,0,0,1,0,0
test/0002/dia76_utt8,0,0,0,0,0,0,1
test/0006/dia76_utt9,0,0,0,0,1,0,0
test/0006/dia77_utt0,0,0,0,0,0,0,1
test/0001/dia77_utt1,0,0,0,0,1,0,0
test/0006/dia77_utt2,1,0,0,0,0,0,0
test/0001/dia77_utt3,1,0,0,0,0,0,0
test/0002/dia77_utt4,0,0,0,0,0,1,0
test/0002/dia78_utt0,0,0,0,0,0,1,0
test/0001/dia78_utt1,0,0,0,0,1,0,0
test/0002/dia78_utt2,0,0,0,0,1,0,0
test/0001/dia78_utt3,0,0,0,0,1,0,0
test/0006/dia78_utt4,0,0,0,0,1,0,0
test/0002/dia78_utt5,0,0,0,0,1,0,0
test/0006/dia78_utt6,0,0,0,0,1,0,0
test/0006/dia78_utt7,0,0,0,1,0,0,0
test/0002/dia78_utt8,0,0,0,1,0,0,0
test/0000/dia78_utt9,0,0,0,1,0,0,0
test/0001/dia79_utt0,0,0,0,0,1,0,0
test/0002/dia79_utt1,0,0,0,0,1,0,0
test/0001/dia7_utt0,0,0,0,0,1,0,0
test/0000/dia7_utt1,0,0,0,0,1,0,0
test/0004/dia7_utt2,0,0,0,0,1,0,0
test/0003/dia7_utt3,0,0,0,0,1,0,0
test/0001/dia7_utt4,0,0,0,0,0,0,1
test/0006/dia7_utt5,0,0,0,0,1,0,0
test/0001/dia7_utt6,0,0,0,0,0,0,1
test/0006/dia7_utt7,0,0,0,0,1,0,0
test/0004/dia7_utt8,0,0,0,0,1,0,0
test/0002/dia80_utt0,1,0,0,0,0,0,0
test/0001/dia80_utt1,1,0,0,0,0,0,0
test/0004/dia80_utt2,0,1,0,0,0,0,0
test/0001/dia80_utt3,1,0,0,0,0,0,0
test/0002/dia80_utt4,1,0,0,0,0,0,0
test/0001/dia80_utt5,0,0,0,0,1,0,0
test/0004/dia80_utt6,0,0,0,0,1,0,0
test/0002/dia80_utt7,1,0,0,0,0,0,0
test/0004/dia80_utt8,0,0,0,0,1,0,0
test/0004/dia80_utt9,0,0,0,0,1,0,0
test/0006/dia81_utt0,0,0,0,1,0,0,0
test/0002/dia81_utt1,0,0,0,0,1,0,0
test/0001/dia82_utt0,0,0,0,0,1,0,0
test/0003/dia83_utt0,0,0,0,0,1,0,0
test/0000/dia83_utt1,0,0,0,0,1,0,0
test/0006/dia83_utt10,1,0,0,0,0,0,0
test/0006/dia83_utt2,0,0,0,0,1,0,0
test/0003/dia83_utt3,0,0,0,0,1,0,0
test/0016/dia83_utt4,0,0,0,1,0,0,0
test/0003/dia83_utt5,1,0,0,0,0,0,0
test/0000/dia83_utt6,0,0,0,0,0,0,1
test/0003/dia83_utt7,0,0,0,0,0,1,0
test/0001/dia83_utt8,0,0,0,0,1,0,0
test/0003/dia83_utt9,0,0,0,0,0,1,0
test/0003/dia84_utt0,1,0,0,0,0,0,0
test/0004/dia84_utt1,1,0,0,0,0,0,0
test/0004/dia84_utt2,0,0,0,0,0,1,0
test/0004/dia85_utt0,0,0,0,0,1,0,0
test/0003/dia85_utt1,0,0,0,0,0,0,1
test/0004/dia85_utt2,1,0,0,0,0,0,0
test/0004/dia85_utt3,1,0,0,0,0,0,0
test/0004/dia85_utt4,0,1,0,0,0,0,0
test/0004/dia85_utt5,1,0,0,0,0,0,0
test/0002/dia86_utt0,0,0,0,0,1,0,0
test/0002/dia86_utt1,0,0,0,0,1,0,0
test/0002/dia86_utt2,0,0,0,0,1,0,0
test/0002/dia86_utt3,0,0,0,0,1,0,0
test/0002/dia86_utt4,0,0,0,0,1,0,0
test/0006/dia86_utt5,0,1,0,0,0,0,0
test/0004/dia86_utt6,0,0,0,1,0,0,0
test/0006/dia86_utt7,0,0,0,0,0,0,1
test/0003/dia87_utt0,0,0,0,0,1,0,0
test/0001/dia87_utt1,0,0,0,0,1,0,0
test/0120/dia88_utt0,0,0,0,1,0,0,0
test/0000/dia88_utt1,0,0,0,1,0,0,0
test/0073/dia88_utt10,0,0,0,0,1,0,0
test/0006/dia88_utt11,0,0,0,0,0,0,1
test/0003/dia88_utt12,0,0,0,1,0,0,0
test/0073/dia88_utt13,0,0,0,0,1,0,0
test/0004/dia88_utt2,0,1,0,0,0,0,0
test/0016/dia88_utt3,1,0,0,0,0,0,0
test/0120/dia88_utt4,0,0,0,0,1,0,0
test/0120/dia88_utt5,0,0,0,0,1,0,0
test/0004/dia88_utt6,1,0,0,0,0,0,0
test/0073/dia88_utt7,0,0,0,0,1,0,0
test/0004/dia88_utt8,0,0,0,0,0,1,0
test/0002/dia88_utt9,0,0,0,1,0,0,0
test/0073/dia89_utt0,0,0,0,0,1,0,0
test/0073/dia89_utt1,0,0,0,0,1,0,0
test/0004/dia89_utt2,0,0,0,0,0,0,1
test/0121/dia8_utt0,0,0,0,0,0,1,0
test/0003/dia8_utt1,0,0,0,1,0,0,0
test/0121/dia8_utt2,0,0,0,0,1,0,0
test/0006/dia8_utt3,0,0,0,0,0,0,1
test/0003/dia8_utt4,0,0,0,0,1,0,0
test/0003/dia8_utt5,0,0,0,0,1,0,0
test/0121/dia8_utt6,0,0,0,1,0,0,0
test/0002/dia90_utt0,0,0,0,0,1,0,0
test/0006/dia90_utt1,1,0,0,0,0,0,0
test/0002/dia90_utt2,0,0,0,0,0,0,1
test/0006/dia90_utt3,0,0,0,0,0,1,0
test/0002/dia90_utt4,0,0,0,0,0,1,0
test/0006/dia90_utt5,0,0,0,0,0,1,0
test/0004/dia91_utt0,0,0,0,0,1,0,0
test/0001/dia92_utt0,0,0,0,1,0,0,0
test/0001/dia92_utt1,0,0,0,0,1,0,0
test/0001/dia92_utt2,0,0,0,0,1,0,0
test/0003/dia92_utt3,0,0,0,1,0,0,0
test/0001/dia92_utt4,0,0,0,1,0,0,0
test/0002/dia92_utt5,0,1,0,0,0,0,0
test/0004/dia93_utt0,0,0,0,0,0,1,0
test/0003/dia93_utt1,0,0,0,0,0,1,0
test/0003/dia93_utt10,0,0,0,0,1,0,0
test/0122/dia93_utt11,0,0,0,0,1,0,0
test/0004/dia93_utt12,1,0,0,0,0,0,0
test/0003/dia93_utt13,0,0,0,0,1,0,0
test/0004/dia93_utt14,0,0,0,0,1,0,0
test/0122/dia93_utt15,0,0,0,0,1,0,0
test/0004/dia93_utt2,0,0,0,0,1,0,0
test/0122/dia93_utt3,0,0,0,0,1,0,0
test/0004/dia93_utt4,0,0,0,0,1,0,0
test/0004/dia93_utt8,0,0,0,0,1,0,0
test/0004/dia93_utt9,0,0,0,0,1,0,0
test/0056/dia94_utt0,0,0,0,0,0,0,1
test/0006/dia94_utt1,0,0,0,0,1,0,0
test/0056/dia94_utt2,0,0,0,0,1,0,0
test/0000/dia95_utt0,0,0,0,0,0,0,1
test/0123/dia95_utt1,0,0,0,1,0,0,0
test/0000/dia95_utt10,0,0,0,0,1,0,0
test/0000/dia95_utt11,0,0,0,0,0,0,1
test/0000/dia95_utt12,0,0,0,1,0,0,0
test/0000/dia95_utt13,0,0,0,1,0,0,0
test/0107/dia95_utt14,0,0,0,1,0,0,0
test/0000/dia95_utt15,0,0,0,1,0,0,0
test/0107/dia95_utt16,0,0,0,0,1,0,0
test/0107/dia95_utt17,0,0,1,0,0,0,0
test/0107/dia95_utt18,0,0,0,0,1,0,0
test/0000/dia95_utt19,0,0,0,1,0,0,0
test/0006/dia95_utt2,0,0,0,0,0,0,1
test/0000/dia95_utt3,0,0,0,0,1,0,0
test/0006/dia95_utt4,0,0,0,0,0,0,1
test/0000/dia95_utt5,1,0,0,0,0,0,0
test/0000/dia95_utt6,0,0,0,0,1,0,0
test/0000/dia95_utt7,0,0,0,1,0,0,0
test/0000/dia95_utt8,0,0,0,1,0,0,0
test/0006/dia95_utt9,1,0,0,0,0,0,0
test/0004/dia96_utt0,0,0,0,0,1,0,0
test/0001/dia96_utt1,0,0,0,0,1,0,0
test/0003/dia96_utt10,0,0,0,0,1,0,0
test/0003/dia96_utt11,0,0,0,0,1,0,0
test/0001/dia96_utt12,0,0,0,0,0,0,1
test/0003/dia96_utt13,0,0,0,0,1,0,0
test/0002/dia96_utt14,0,0,0,0,0,0,1
test/0003/dia96_utt15,0,0,0,0,1,0,0
test/0003/dia96_utt16,0,0,0,0,1,0,0
test/0003/dia96_utt17,0,0,0,0,1,0,0
test/0003/dia96_utt18,0,0,0,0,1,0,0
test/0001/dia96_utt19,0,0,0,0,1,0,0
test/0004/dia96_utt2,0,0,0,1,0,0,0
test/0001/dia96_utt20,0,0,0,0,1,0,0
test/0001/dia96_utt3,0,1,0,0,0,0,0
test/0004/dia96_utt4,0,0,0,1,0,0,0
test/0003/dia96_utt5,0,0,0,0,1,0,0
test/0001/dia96_utt6,1,0,0,0,0,0,0
test/0003/dia96_utt7,0,1,0,0,0,0,0
test/0001/dia96_utt8,0,0,0,0,1,0,0
test/0002/dia96_utt9,1,0,0,0,0,0,0
test/0004/dia97_utt0,0,0,0,1,0,0,0
test/0001/dia97_utt1,0,0,0,1,0,0,0
test/0004/dia97_utt10,0,0,0,0,1,0,0
test/0004/dia97_utt11,0,0,0,1,0,0,0
test/0004/dia97_utt2,0,0,0,0,1,0,0
test/0001/dia97_utt3,0,0,0,0,1,0,0
test/0001/dia97_utt4,0,0,0,0,1,0,0
test/0001/dia97_utt5,0,0,0,0,1,0,0
test/0004/dia97_utt6,0,0,0,0,1,0,0
test/0004/dia97_utt7,0,0,0,0,1,0,0
test/0004/dia97_utt8,0,0,1,0,0,0,0
test/0004/dia97_utt9,0,0,0,0,1,0,0
test/0002/dia98_utt0,0,0,0,0,0,0,1
test/0001/dia98_utt1,1,0,0,0,0,0,0
test/0000/dia98_utt10,0,0,0,0,1,0,0
test/0000/dia98_utt11,0,0,0,0,1,0,0
test/0002/dia98_utt2,0,0,0,0,0,0,1
test/0001/dia98_utt3,1,0,0,0,0,0,0
test/0001/dia98_utt4,1,0,0,0,0,0,0
test/0001/dia98_utt5,1,0,0,0,0,0,0
test/0001/dia98_utt6,1,0,0,0,0,0,0
test/0001/dia98_utt7,1,0,0,0,0,0,0
test/0001/dia98_utt8,1,0,0,0,0,0,0
test/0001/dia98_utt9,0,0,0,0,1,0,0
test/0004/dia99_utt0,0,0,0,0,1,0,0
test/0003/dia99_utt1,0,0,0,0,1,0,0
test/0004/dia99_utt2,0,0,0,0,1,0,0
test/0003/dia99_utt3,0,0,0,0,1,0,0
test/0004/dia99_utt4,0,0,0,0,1,0,0
test/0003/dia99_utt5,0,0,0,0,1,0,0
test/0004/dia99_utt6,0,0,0,0,1,0,0
test/0003/dia99_utt7,0,0,0,0,1,0,0
test/0004/dia99_utt8,0,0,0,0,1,0,0
test/0003/dia99_utt9,0,0,1,0,0,0,0
test/0000/dia9_utt0,0,0,1,0,0,0,0
test/0001/dia9_utt1,0,0,0,0,1,0,0
test/0003/dia9_utt10,0,0,0,0,1,0,0
test/0002/dia9_utt11,0,0,0,0,0,1,0
test/0001/dia9_utt12,0,0,0,0,1,0,0
test/0002/dia9_utt13,1,0,0,0,0,0,0
test/0124/dia9_utt14,0,0,0,0,1,0,0
test/0002/dia9_utt15,0,0,0,1,0,0,0
test/0001/dia9_utt16,0,0,0,0,1,0,0
test/0003/dia9_utt17,0,0,0,0,1,0,0
test/0124/dia9_utt2,0,0,0,0,0,1,0
test/0000/dia9_utt3,0,0,0,0,0,0,1
test/0002/dia9_utt4,0,0,0,0,0,0,1
test/0004/dia9_utt5,0,0,0,0,1,0,0
test/0124/dia9_utt6,0,0,0,0,0,0,1
test/0001/dia9_utt7,1,0,0,0,0,0,0
test/0004/dia9_utt8,0,0,0,0,0,1,0
test/0000/dia9_utt9,0,0,0,0,0,1,0
train/0003/dia0_utt0,0,0,0,0,1,0,0
train/0125/dia0_utt1,0,0,0,0,1,0,0
train/0003/dia0_utt10,0,0,1,0,0,0,0
train/0125/dia0_utt11,0,0,0,0,1,0,0
train/0003/dia0_utt12,0,0,0,0,0,0,1
train/0125/dia0_utt13,0,0,0,0,1,0,0
train/0003/dia0_utt2,0,0,0,0,1,0,0
train/0125/dia0_utt3,0,0,0,0,1,0,0
train/0003/dia0_utt4,0,0,0,0,0,0,1
train/0125/dia0_utt5,0,0,0,0,1,0,0
train/0003/dia0_utt6,0,0,0,0,1,0,0
train/0125/dia0_utt7,0,0,0,0,1,0,0
train/0003/dia0_utt8,0,0,0,0,1,0,0
train/0125/dia0_utt9,0,0,0,0,1,0,0
train/0001/dia1000_utt0,0,1,0,0,0,0,0
train/0002/dia1000_utt1,0,1,0,0,0,0,0
train/0003/dia1000_utt2,1,0,0,0,0,0,0
train/0004/dia1000_utt3,0,0,0,0,1,0,0
train/0002/dia1001_utt0,0,0,0,0,1,0,0
train/0001/dia1001_utt1,0,0,0,0,1,0,0
train/0002/dia1001_utt10,0,0,0,1,0,0,0
train/0004/dia1001_utt11,0,0,0,0,1,0,0
train/0001/dia1001_utt2,0,0,0,0,1,0,0
train/0001/dia1001_utt3,0,0,0,1,0,0,0
train/0004/dia1001_utt4,0,0,0,0,0,1,0
train/0001/dia1001_utt5,0,0,0,1,0,0,0
train/0001/dia1001_utt6,0,0,0,1,0,0,0
train/0001/dia1001_utt7,0,0,0,1,0,0,0
train/0001/dia1001_utt8,0,0,0,0,1,0,0
train/0004/dia1001_utt9,0,0,0,0,1,0,0
train/0003/dia1002_utt0,0,0,0,0,1,0,0
train/0006/dia1002_utt1,0,0,0,1,0,0,0
train/0003/dia1002_utt2,0,0,0,1,0,0,0
train/0001/dia1002_utt3,0,0,0,0,1,0,0
train/0004/dia1002_utt4,0,0,0,1,0,0,0
train/0001/dia1002_utt5,0,0,0,1,0,0,0
train/0001/dia1003_utt0,0,0,0,0,1,0,0
train/0004/dia1003_utt1,0,0,0,0,1,0,0
train/0001/dia1003_utt2,0,0,0,0,1,0,0
train/0001/dia1003_utt3,0,0,0,0,1,0,0
train/0001/dia1003_utt4,0,0,0,0,1,0,0
train/0001/dia1003_utt5,0,0,0,0,1,0,0
train/0004/dia1003_utt6,0,0,0,1,0,0,0
train/0001/dia1003_utt7,0,0,0,0,0,0,1
train/0006/dia1004_utt0,0,0,0,0,1,0,0
train/0002/dia1004_utt1,0,0,0,1,0,0,0
train/0056/dia1004_utt2,0,0,0,0,1,0,0
train/0114/dia1005_utt0,0,0,0,0,1,0,0
train/0000/dia1005_utt1,0,0,0,1,0,0,0
train/0000/dia1005_utt10,0,0,0,1,0,0,0
train/0114/dia1005_utt11,1,0,0,0,0,0,0
train/0068/dia1005_utt12,0,0,0,0,1,0,0
train/0114/dia1005_utt13,0,1,0,0,0,0,0
train/0000/dia1005_utt14,1,0,0,0,0,0,0
train/0000/dia1005_utt15,0,0,0,0,1,0,0
train/0000/dia1005_utt16,1,0,0,0,0,0,0
train/0114/dia1005_utt17,0,0,0,0,1,0,0
train/0000/dia1005_utt18,0,0,0,1,0,0,0
train/0000/dia1005_utt19,0,0,0,0,1,0,0
train/0114/dia1005_utt2,0,0,0,1,0,0,0
train/0000/dia1005_utt20,1,0,0,0,0,0,0
train/0000/dia1005_utt21,0,1,0,0,0,0,0
train/0000/dia1005_utt3,0,0,0,0,1,0,0
train/0114/dia1005_utt4,0,0,0,0,1,0,0
train/0000/dia1005_utt5,0,0,0,0,1,0,0
train/0114/dia1005_utt6,0,1,0,0,0,0,0
train/0000/dia1005_utt7,0,0,0,0,1,0,0
train/0000/dia1005_utt8,0,0,0,0,1,0,0
train/0000/dia1005_utt9,0,0,0,0,1,0,0
train/0002/dia1006_utt0,0,0,0,0,0,1,0
train/0000/dia1006_utt1,0,0,0,1,0,0,0
train/0002/dia1006_utt2,0,0,0,0,0,1,0
train/0000/dia1006_utt3,0,0,0,0,1,0,0
train/0004/dia1006_utt4,0,0,0,0,1,0,0
train/0000/dia1006_utt5,0,0,0,0,1,0,0
train/0003/dia1007_utt0,0,0,0,0,1,0,0
train/0006/dia1007_utt1,0,0,0,0,0,1,0
train/0002/dia1007_utt10,1,0,0,0,0,0,0
train/0002/dia1007_utt11,1,0,0,0,0,0,0
train/0002/dia1007_utt12,0,0,0,0,0,1,0
train/0002/dia1007_utt13,0,0,0,0,0,1,0
train/0002/dia1007_utt14,0,0,0,0,0,1,0
train/0006/dia1007_utt15,0,0,0,0,1,0,0
train/0006/dia1007_utt2,0,0,0,0,0,1,0
train/0006/dia1007_utt3,1,0,0,0,0,0,0
train/0003/dia1007_utt4,0,0,0,1,0,0,0
train/0002/dia1007_utt5,0,0,0,0,0,1,0
train/0006/dia1007_utt6,0,0,0,0,0,1,0
train/0006/dia1007_utt7,0,0,0,0,0,1,0
train/0000/dia1007_utt8,0,0,0,0,0,1,0
train/0003/dia1007_utt9,0,0,0,0,1,0,0
train/0126/dia1008_utt0,0,0,0,0,0,0,1
train/0127/dia1008_utt1,0,0,0,0,0,0,1
train/0001/dia1008_utt2,0,0,0,1,0,0,0
train/0128/dia1008_utt3,0,0,0,0,1,0,0
train/0128/dia1008_utt4,0,0,0,0,1,0,0
train/0128/dia1008_utt5,0,0,0,0,1,0,0
train/0128/dia1008_utt6,0,0,0,0,1,0,0
train/0126/dia1008_utt7,0,0,0,0,1,0,0
train/0002/dia1008_utt8,0,0,0,0,0,0,1
train/0127/dia1008_utt9,0,0,0,0,1,0,0
train/0002/dia1009_utt0,0,0,0,0,0,1,0
train/0001/dia1009_utt1,0,0,0,0,1,0,0
train/0001/dia1009_utt10,0,0,0,1,0,0,0
train/0000/dia1009_utt11,0,0,0,1,0,0,0
train/0001/dia1009_utt12,0,0,0,0,0,0,1
train/0001/dia1009_utt13,0,0,0,0,0,0,1
train/0002/dia1009_utt14,0,0,0,0,1,0,0
train/0000/dia1009_utt15,0,0,0,0,1,0,0
train/0001/dia1009_utt16,0,0,0,1,0,0,0
train/0000/dia1009_utt17,0,0,0,1,0,0,0
train/0002/dia1009_utt18,0,0,0,0,0,1,0
train/0002/dia1009_utt2,0,0,0,1,0,0,0
train/0001/dia1009_utt3,0,0,0,0,1,0,0
train/0000/dia1009_utt4,0,0,0,0,1,0,0
train/0001/dia1009_utt5,0,0,0,0,1,0,0
train/0000/dia1009_utt6,0,0,0,1,0,0,0
train/0002/dia1009_utt7,0,0,0,0,0,1,0
train/0001/dia1009_utt8,0,0,0,0,0,0,1
train/0001/dia1009_utt9,0,0,0,0,0,0,1
train/0006/dia100_utt0,0,0,0,0,1,0,0
train/0006/dia100_utt1,0,0,0,0,1,0,0
train/0006/dia100_utt2,0,0,0,0,1,0,0
train/0006/dia100_utt3,0,0,1,0,0,0,0
train/0129/dia100_utt4,0,0,0,0,1,0,0
train/0006/dia100_utt5,0,0,0,0,1,0,0
train/0129/dia100_utt6,0,0,0,0,1,0,0
train/0006/dia100_utt7,0,0,0,0,0,0,1
train/0004/dia1010_utt0,0,0,0,0,1,0,0
train/0001/dia1010_utt1,0,0,0,0,1,0,0
train/0002/dia1010_utt10,0,0,0,0,1,0,0
train/0006/dia1010_utt11,0,0,0,1,0,0,0
train/0004/dia1010_utt2,0,0,0,1,0,0,0
train/0016/dia1010_utt3,0,1,0,0,0,0,0
train/0001/dia1010_utt4,0,1,0,0,0,0,0
train/0004/dia1010_utt5,0,0,0,0,0,1,0
train/0002/dia1010_utt6,0,0,0,0,1,0,0
train/0001/dia1010_utt7,0,0,0,1,0,0,0
train/0002/dia1010_utt8,0,0,0,0,1,0,0
train/0006/dia1010_utt9,0,1,0,0,0,0,0
train/0001/dia1011_utt0,0,0,0,0,0,0,1
train/0003/dia1011_utt1,0,0,0,0,1,0,0
train/0002/dia1011_utt10,0,0,0,0,1,0,0
train/0006/dia1011_utt11,1,0,0,0,0,0,0
train/0002/dia1011_utt12,0,0,0,0,1,0,0
train/0006/dia1011_utt2,0,0,0,1,0,0,0
train/0003/dia1011_utt3,0,0,0,0,1,0,0
train/0006/dia1011_utt4,0,0,0,0,1,0,0
train/0002/dia1011_utt5,1,0,0,0,0,0,0
train/0004/dia1011_utt6,0,0,0,0,1,0,0
train/0006/dia1011_utt7,0,0,0,0,1,0,0
train/0001/dia1011_utt8,0,0,0,0,1,0,0
train/0006/dia1011_utt9,0,0,0,0,1,0,0
train/0006/dia1012_utt0,0,0,0,0,1,0,0
train/0000/dia1012_utt1,0,0,0,0,0,0,1
train/0000/dia1012_utt10,1,0,0,0,0,0,0
train/0005/dia1012_utt11,0,0,0,1,0,0,0
train/0130/dia1012_utt2,0,0,0,1,0,0,0
train/0000/dia1012_utt3,0,0,0,1,0,0,0
train/0130/dia1012_utt4,0,0,0,1,0,0,0
train/0000/dia1012_utt5,1,0,0,0,0,0,0
train/0000/dia1012_utt6,1,0,0,0,0,0,0
train/0000/dia1012_utt7,0,0,0,0,0,0,1
train/0000/dia1012_utt8,0,0,0,0,0,0,1
train/0000/dia1012_utt9,1,0,0,0,0,0,0
train/0006/dia1013_utt0,0,0,0,0,1,0,0
train/0001/dia1013_utt1,1,0,0,0,0,0,0
train/0006/dia1013_utt2,0,0,0,0,1,0,0
train/0001/dia1013_utt3,1,0,0,0,0,0,0
train/0131/dia1014_utt0,0,0,0,0,1,0,0
train/0006/dia1014_utt1,0,0,0,0,1,0,0
train/0131/dia1014_utt2,0,0,0,0,1,0,0
train/0002/dia1014_utt3,0,0,0,0,0,0,1
train/0006/dia1014_utt4,0,0,0,0,1,0,0
train/0132/dia1015_utt0,0,0,0,0,1,0,0
train/0133/dia1015_utt1,0,0,0,0,1,0,0
train/0134/dia1015_utt2,0,0,0,1,0,0,0
train/0003/dia1015_utt3,0,0,0,0,1,0,0
train/0133/dia1015_utt4,0,0,0,0,1,0,0
train/0132/dia1015_utt5,0,0,0,0,1,0,0
train/0003/dia1015_utt6,0,0,0,1,0,0,0
train/0003/dia1015_utt7,0,0,0,0,1,0,0
train/0000/dia1015_utt8,0,0,0,0,1,0,0
train/0003/dia1015_utt9,0,0,0,0,1,0,0
train/0006/dia1016_utt0,1,0,0,0,0,0,0
train/0006/dia1016_utt1,1,0,0,0,0,0,0
train/0001/dia1016_utt10,0,0,0,1,0,0,0
train/0000/dia1016_utt11,0,0,1,0,0,0,0
train/0006/dia1016_utt12,0,0,0,1,0,0,0
train/0000/dia1016_utt13,0,0,0,0,1,0,0
train/0006/dia1016_utt14,1,0,0,0,0,0,0
train/0021/dia1016_utt15,0,0,0,0,1,0,0
train/0006/dia1016_utt16,1,0,0,0,0,0,0
train/0021/dia1016_utt17,0,0,0,0,1,0,0
train/0021/dia1016_utt18,1,0,0,0,0,0,0
train/0006/dia1016_utt19,1,0,0,0,0,0,0
train/0006/dia1016_utt2,1,0,0,0,0,0,0
train/0021/dia1016_utt20,0,0,0,0,1,0,0
train/0006/dia1016_utt21,0,0,0,0,1,0,0
train/0006/dia1016_utt3,1,0,0,0,0,0,0
train/0021/dia1016_utt4,0,0,0,1,0,0,0
train/0006/dia1016_utt5,0,0,0,0,0,0,1
train/0021/dia1016_utt6,0,0,0,0,1,0,0
train/0000/dia1016_utt7,0,0,0,1,0,0,0
train/0006/dia1016_utt8,0,0,0,0,0,0,1
train/0000/dia1016_utt9,0,1,0,0,0,0,0
train/0001/dia1017_utt0,0,0,0,0,0,1,0
train/0000/dia1017_utt1,0,0,0,0,0,1,0
train/0000/dia1017_utt10,0,0,0,1,0,0,0
train/0000/dia1017_utt11,0,0,0,1,0,0,0
train/0000/dia1017_utt12,0,0,0,0,1,0,0
train/0000/dia1017_utt13,0,0,0,1,0,0,0
train/0004/dia1017_utt2,0,0,0,0,0,1,0
train/0003/dia1017_utt3,1,0,0,0,0,0,0
train/0004/dia1017_utt4,1,0,0,0,0,0,0
train/0003/dia1017_utt5,1,0,0,0,0,0,0
train/0000/dia1017_utt6,0,0,0,0,1,0,0
train/0003/dia1017_utt7,1,0,0,0,0,0,0
train/0000/dia1017_utt8,1,0,0,0,0,0,0
train/0000/dia1017_utt9,1,0,0,0,0,0,0
train/0006/dia1018_utt0,0,0,0,1,0,0,0
train/0002/dia1018_utt1,0,0,1,0,0,0,0
train/0006/dia1018_utt10,1,0,0,0,0,0,0
train/0000/dia1018_utt11,1,0,0,0,0,0,0
train/0000/dia1018_utt12,0,0,0,0,0,0,1
train/0000/dia1018_utt13,1,0,0,0,0,0,0
train/0000/dia1018_utt14,1,0,0,0,0,0,0
train/0000/dia1018_utt15,1,0,0,0,0,0,0
train/0000/dia1018_utt16,0,0,0,0,0,0,1
train/0000/dia1018_utt2,0,0,0,0,1,0,0
train/0002/dia1018_utt3,0,0,0,0,0,1,0
train/0006/dia1018_utt4,1,0,0,0,0,0,0
train/0002/dia1018_utt5,0,0,0,0,1,0,0
train/0006/dia1018_utt6,1,0,0,0,0,0,0
train/0002/dia1018_utt7,0,0,1,0,0,0,0
train/0006/dia1018_utt8,1,0,0,0,0,0,0
train/0002/dia1018_utt9,0,0,0,0,1,0,0
train/0003/dia1019_utt0,0,0,0,0,1,0,0
train/0001/dia1019_utt1,0,0,0,0,1,0,0
train/0001/dia1019_utt10,1,0,0,0,0,0,0
train/0003/dia1019_utt11,0,0,0,0,1,0,0
train/0001/dia1019_utt12,0,0,0,0,1,0,0
train/0003/dia1019_utt13,0,0,0,0,1,0,0
train/0003/dia1019_utt14,0,0,0,0,1,0,0
train/0135/dia1019_utt15,0,0,0,0,1,0,0
train/0003/dia1019_utt16,0,0,0,0,1,0,0
train/0001/dia1019_utt2,0,0,0,0,1,0,0
train/0001/dia1019_utt3,0,0,0,0,1,0,0
