basename,confused,default,enunciated,happy,laughing,sad
train/0000/ex01_laughing_00274,0,0,0,0,1,0
train/0000/ex01_laughing_00275,0,0,0,0,1,0
train/0000/ex01_laughing_00276,0,0,0,0,1,0
train/0000/ex01_laughing_00277,0,0,0,0,1,0
train/0000/ex01_laughing_00278,0,0,0,0,1,0
train/0000/ex01_laughing_00279,0,0,0,0,1,0
train/0000/ex01_laughing_00280,0,0,0,0,1,0
train/0000/ex01_laughing_00281,0,0,0,0,1,0
train/0000/ex01_laughing_00282,0,0,0,0,1,0
train/0000/ex01_laughing_00283,0,0,0,0,1,0
train/0000/ex01_laughing_00284,0,0,0,0,1,0
train/0000/ex01_laughing_00285,0,0,0,0,1,0
train/0000/ex01_laughing_00286,0,0,0,0,1,0
train/0000/ex01_laughing_00287,0,0,0,0,1,0
train/0000/ex01_laughing_00288,0,0,0,0,1,0
train/0000/ex01_laughing_00289,0,0,0,0,1,0
train/0000/ex01_laughing_00290,0,0,0,0,1,0
train/0000/ex01_laughing_00291,0,0,0,0,1,0
train/0000/ex01_laughing_00292,0,0,0,0,1,0
train/0000/ex01_laughing_00293,0,0,0,0,1,0
train/0000/ex01_laughing_00294,0,0,0,0,1,0
train/0000/ex01_laughing_00295,0,0,0,0,1,0
train/0000/ex01_laughing_00296,0,0,0,0,1,0
train/0000/ex01_laughing_00297,0,0,0,0,1,0
train/0000/ex01_laughing_00298,0,0,0,0,1,0
train/0000/ex01_laughing_00299,0,0,0,0,1,0
train/0000/ex01_laughing_00300,0,0,0,0,1,0
train/0000/ex01_laughing_00301,0,0,0,0,1,0
train/0000/ex01_laughing_00302,0,0,0,0,1,0
train/0000/ex01_laughing_00303,0,0,0,0,1,0
train/0000/ex01_laughing_00304,0,0,0,0,1,0
train/0000/ex01_laughing_00305,0,0,0,0,1,0
train/0000/ex01_laughing_00306,0,0,0,0,1,0
train/0000/ex01_laughing_00307,0,0,0,0,1,0
train/0000/ex01_laughing_00308,0,0,0,0,1,0
train/0000/ex01_laughing_00309,0,0,0,0,1,0
train/0000/ex01_laughing_00310,0,0,0,0,1,0
train/0000/ex01_laughing_00311,0,0,0,0,1,0
train/0000/ex01_laughing_00312,0,0,0,0,1,0
train/0000/ex01_laughing_00313,0,0,0,0,1,0
train/0000/ex01_laughing_00314,0,0,0,0,1,0
train/0000/ex01_laughing_00315,0,0,0,0,1,0
train/0000/ex01_laughing_00316,0,0,0,0,1,0
train/0000/ex01_laughing_00317,0,0,0,0,1,0
train/0000/ex01_laughing_00318,0,0,0,0,1,0
train/0000/ex01_laughing_00319,0,0,0,0,1,0
train/0000/ex01_laughing_00320,0,0,0,0,1,0
train/0000/ex01_laughing_00321,0,0,0,0,1,0
train/0000/ex01_laughing_00322,0,0,0,0,1,0
train/0000/ex01_laughing_00323,0,0,0,0,1,0
train/0000/ex01_laughing_00324,0,0,0,0,1,0
train/0000/ex01_laughing_00325,0,0,0,0,1,0
train/0000/ex01_laughing_00326,0,0,0,0,1,0
train/0000/ex01_laughing_00327,0,0,0,0,1,0
train/0000/ex01_laughing_00328,0,0,0,0,1,0
train/0000/ex01_laughing_00329,0,0,0,0,1,0
train/0000/ex01_laughing_00330,0,0,0,0,1,0
train/0000/ex01_laughing_00331,0,0,0,0,1,0
train/0000/ex01_laughing_00332,0,0,0,0,1,0
train/0000/ex01_laughing_00333,0,0,0,0,1,0
train/0000/ex01_laughing_00334,0,0,0,0,1,0
train/0000/ex01_laughing_00335,0,0,0,0,1,0
train/0000/ex01_laughing_00336,0,0,0,0,1,0
train/0000/ex01_laughing_00337,0,0,0,0,1,0
train/0000/ex01_laughing_00338,0,0,0,0,1,0
train/0000/ex01_laughing_00339,0,0,0,0,1,0
train/0000/ex01_laughing_00340,0,0,0,0,1,0
train/0000/ex01_laughing_00341,0,0,0,0,1,0
train/0000/ex01_laughing_00342,0,0,0,0,1,0
train/0000/ex01_laughing_00343,0,0,0,0,1,0
train/0000/ex01_laughing_00344,0,0,0,0,1,0
train/0000/ex01_laughing_00345,0,0,0,0,1,0
train/0000/ex01_laughing_00346,0,0,0,0,1,0
train/0000/ex01_laughing_00347,0,0,0,0,1,0
train/0000/ex01_laughing_00348,0,0,0,0,1,0
dev/0000/ex01_laughing_00349,0,0,0,0,1,0
dev/0000/ex01_laughing_00350,0,0,0,0,1,0
dev/0000/ex01_laughing_00351,0,0,0,0,1,0
dev/0000/ex01_laughing_00352,0,0,0,0,1,0
dev/0000/ex01_laughing_00353,0,0,0,0,1,0
dev/0000/ex01_laughing_00354,0,0,0,0,1,0
dev/0000/ex01_laughing_00355,0,0,0,0,1,0
dev/0000/ex01_laughing_00356,0,0,0,0,1,0
dev/0000/ex01_laughing_00357,0,0,0,0,1,0
dev/0000/ex01_laughing_00358,0,0,0,0,1,0
dev/0000/ex01_laughing_00359,0,0,0,0,1,0
dev/0000/ex01_laughing_00360,0,0,0,0,1,0
dev/0000/ex01_laughing_00361,0,0,0,0,1,0
dev/0000/ex01_laughing_00362,0,0,0,0,1,0
dev/0000/ex01_laughing_00363,0,0,0,0,1,0
dev/0000/ex01_laughing_00364,0,0,0,0,1,0
test/0000/ex01_laughing_00365,0,0,0,0,1,0
test/0000/ex01_laughing_00366,0,0,0,0,1,0
test/0000/ex01_laughing_00367,0,0,0,0,1,0
test/0000/ex01_laughing_00368,0,0,0,0,1,0
test/0000/ex01_laughing_00369,0,0,0,0,1,0
test/0000/ex01_laughing_00370,0,0,0,0,1,0
test/0000/ex01_laughing_00371,0,0,0,0,1,0
test/0000/ex01_laughing_00372,0,0,0,0,1,0
test/0000/ex01_laughing_00373,0,0,0,0,1,0
test/0000/ex01_laughing_00374,0,0,0,0,1,0
test/0000/ex01_laughing_00375,0,0,0,0,1,0
test/0000/ex01_laughing_00376,0,0,0,0,1,0
test/0000/ex01_laughing_00377,0,0,0,0,1,0
test/0000/ex01_laughing_00378,0,0,0,0,1,0
test/0000/ex01_laughing_00379,0,0,0,0,1,0
test/0000/ex01_laughing_00380,0,0,0,0,1,0
train/0000/ex01_sad_00001,0,0,0,0,0,1
train/0000/ex01_sad_00002,0,0,0,0,0,1
train/0000/ex01_sad_00003,0,0,0,0,0,1
train/0000/ex01_sad_00004,0,0,0,0,0,1
train/0000/ex01_sad_00005,0,0,0,0,0,1
train/0000/ex01_sad_00006,0,0,0,0,0,1
train/0000/ex01_sad_00007,0,0,0,0,0,1
train/0000/ex01_sad_00008,0,0,0,0,0,1
train/0000/ex01_sad_00009,0,0,0,0,0,1
train/0000/ex01_sad_00010,0,0,0,0,0,1
train/0000/ex01_sad_00011,0,0,0,0,0,1
train/0000/ex01_sad_00012,0,0,0,0,0,1
train/0000/ex01_sad_00013,0,0,0,0,0,1
train/0000/ex01_sad_00014,0,0,0,0,0,1
train/0000/ex01_sad_00015,0,0,0,0,0,1
train/0000/ex01_sad_00016,0,0,0,0,0,1
train/0000/ex01_sad_00017,0,0,0,0,0,1
train/0000/ex01_sad_00018,0,0,0,0,0,1
train/0000/ex01_sad_00019,0,0,0,0,0,1
train/0000/ex01_sad_00020,0,0,0,0,0,1
train/0000/ex01_sad_00021,0,0,0,0,0,1
train/0000/ex01_sad_00022,0,0,0,0,0,1
train/0000/ex01_sad_00023,0,0,0,0,0,1
train/0000/ex01_sad_00024,0,0,0,0,0,1
train/0000/ex01_sad_00025,0,0,0,0,0,1
train/0000/ex01_sad_00026,0,0,0,0,0,1
train/0000/ex01_sad_00027,0,0,0,0,0,1
train/0000/ex01_sad_00028,0,0,0,0,0,1
train/0000/ex01_sad_00029,0,0,0,0,0,1
train/0000/ex01_sad_00030,0,0,0,0,0,1
train/0000/ex01_sad_00031,0,0,0,0,0,1
train/0000/ex01_sad_00032,0,0,0,0,0,1
train/0000/ex01_sad_00033,0,0,0,0,0,1
train/0000/ex01_sad_00034,0,0,0,0,0,1
train/0000/ex01_sad_00035,0,0,0,0,0,1
train/0000/ex01_sad_00036,0,0,0,0,0,1
train/0000/ex01_sad_00037,0,0,0,0,0,1
train/0000/ex01_sad_00038,0,0,0,0,0,1
train/0000/ex01_sad_00039,0,0,0,0,0,1
train/0000/ex01_sad_00040,0,0,0,0,0,1
train/0000/ex01_sad_00041,0,0,0,0,0,1
train/0000/ex01_sad_00042,0,0,0,0,0,1
train/0000/ex01_sad_00043,0,0,0,0,0,1
train/0000/ex01_sad_00044,0,0,0,0,0,1
train/0000/ex01_sad_00045,0,0,0,0,0,1
train/0000/ex01_sad_00046,0,0,0,0,0,1
train/0000/ex01_sad_00047,0,0,0,0,0,1
train/0000/ex01_sad_00048,0,0,0,0,0,1
train/0000/ex01_sad_00049,0,0,0,0,0,1
train/0000/ex01_sad_00050,0,0,0,0,0,1
train/0000/ex01_sad_00051,0,0,0,0,0,1
train/0000/ex01_sad_00052,0,0,0,0,0,1
train/0000/ex01_sad_00053,0,0,0,0,0,1
train/0000/ex01_sad_00054,0,0,0,0,0,1
train/0000/ex01_sad_00055,0,0,0,0,0,1
train/0000/ex01_sad_00056,0,0,0,0,0,1
train/0000/ex01_sad_00057,0,0,0,0,0,1
train/0000/ex01_sad_00058,0,0,0,0,0,1
train/0000/ex01_sad_00059,0,0,0,0,0,1
train/0000/ex01_sad_00060,0,0,0,0,0,1
train/0000/ex01_sad_00061,0,0,0,0,0,1
train/0000/ex01_sad_00062,0,0,0,0,0,1
train/0000/ex01_sad_00063,0,0,0,0,0,1
train/0000/ex01_sad_00064,0,0,0,0,0,1
train/0000/ex01_sad_00065,0,0,0,0,0,1
train/0000/ex01_sad_00066,0,0,0,0,0,1
train/0000/ex01_sad_00067,0,0,0,0,0,1
train/0000/ex01_sad_00068,0,0,0,0,0,1
train/0000/ex01_sad_00069,0,0,0,0,0,1
train/0000/ex01_sad_00070,0,0,0,0,0,1
train/0000/ex01_sad_00071,0,0,0,0,0,1
train/0000/ex01_sad_00072,0,0,0,0,0,1
train/0000/ex01_sad_00073,0,0,0,0,0,1
train/0000/ex01_sad_00074,0,0,0,0,0,1
train/0000/ex01_sad_00075,0,0,0,0,0,1
train/0000/ex01_sad_00076,0,0,0,0,0,1
train/0000/ex01_sad_00077,0,0,0,0,0,1
train/0000/ex01_sad_00078,0,0,0,0,0,1
train/0000/ex01_sad_00079,0,0,0,0,0,1
train/0000/ex01_sad_00080,0,0,0,0,0,1
train/0000/ex01_sad_00081,0,0,0,0,0,1
train/0000/ex01_sad_00082,0,0,0,0,0,1
train/0000/ex01_sad_00083,0,0,0,0,0,1
train/0000/ex01_sad_00084,0,0,0,0,0,1
train/0000/ex01_sad_00085,0,0,0,0,0,1
train/0000/ex01_sad_00086,0,0,0,0,0,1
train/0000/ex01_sad_00087,0,0,0,0,0,1
train/0000/ex01_sad_00088,0,0,0,0,0,1
train/0000/ex01_sad_00089,0,0,0,0,0,1
train/0000/ex01_sad_00090,0,0,0,0,0,1
train/0000/ex01_sad_00091,0,0,0,0,0,1
train/0000/ex01_sad_00092,0,0,0,0,0,1
train/0000/ex01_sad_00093,0,0,0,0,0,1
train/0000/ex01_sad_00094,0,0,0,0,0,1
train/0000/ex01_sad_00095,0,0,0,0,0,1
train/0000/ex01_sad_00097,0,0,0,0,0,1
train/0000/ex01_sad_00098,0,0,0,0,0,1
train/0000/ex01_sad_00099,0,0,0,0,0,1
train/0000/ex01_sad_00100,0,0,0,0,0,1
train/0000/ex01_sad_00101,0,0,0,0,0,1
train/0000/ex01_sad_00102,0,0,0,0,0,1
train/0000/ex01_sad_00103,0,0,0,0,0,1
train/0000/ex01_sad_00104,0,0,0,0,0,1
train/0000/ex01_sad_00105,0,0,0,0,0,1
train/0000/ex01_sad_00106,0,0,0,0,0,1
train/0000/ex01_sad_00107,0,0,0,0,0,1
train/0000/ex01_sad_00108,0,0,0,0,0,1
train/0000/ex01_sad_00109,0,0,0,0,0,1
train/0000/ex01_sad_00110,0,0,0,0,0,1
train/0000/ex01_sad_00111,0,0,0,0,0,1
train/0000/ex01_sad_00112,0,0,0,0,0,1
train/0000/ex01_sad_00113,0,0,0,0,0,1
train/0000/ex01_sad_00114,0,0,0,0,0,1
train/0000/ex01_sad_00115,0,0,0,0,0,1
train/0000/ex01_sad_00116,0,0,0,0,0,1
train/0000/ex01_sad_00117,0,0,0,0,0,1
train/0000/ex01_sad_00118,0,0,0,0,0,1
train/0000/ex01_sad_00119,0,0,0,0,0,1
train/0000/ex01_sad_00120,0,0,0,0,0,1
train/0000/ex01_sad_00121,0,0,0,0,0,1
train/0000/ex01_sad_00122,0,0,0,0,0,1
train/0000/ex01_sad_00123,0,0,0,0,0,1
train/0000/ex01_sad_00124,0,0,0,0,0,1
train/0000/ex01_sad_00125,0,0,0,0,0,1
train/0000/ex01_sad_00126,0,0,0,0,0,1
train/0000/ex01_sad_00127,0,0,0,0,0,1
train/0000/ex01_sad_00128,0,0,0,0,0,1
train/0000/ex01_sad_00129,0,0,0,0,0,1
train/0000/ex01_sad_00130,0,0,0,0,0,1
train/0000/ex01_sad_00131,0,0,0,0,0,1
train/0000/ex01_sad_00132,0,0,0,0,0,1
train/0000/ex01_sad_00133,0,0,0,0,0,1
train/0000/ex01_sad_00134,0,0,0,0,0,1
train/0000/ex01_sad_00135,0,0,0,0,0,1
train/0000/ex01_sad_00136,0,0,0,0,0,1
train/0000/ex01_sad_00137,0,0,0,0,0,1
train/0000/ex01_sad_00138,0,0,0,0,0,1
train/0000/ex01_sad_00139,0,0,0,0,0,1
train/0000/ex01_sad_00140,0,0,0,0,0,1
train/0000/ex01_sad_00141,0,0,0,0,0,1
train/0000/ex01_sad_00142,0,0,0,0,0,1
train/0000/ex01_sad_00143,0,0,0,0,0,1
train/0000/ex01_sad_00144,0,0,0,0,0,1
train/0000/ex01_sad_00145,0,0,0,0,0,1
train/0000/ex01_sad_00146,0,0,0,0,0,1
train/0000/ex01_sad_00147,0,0,0,0,0,1
train/0000/ex01_sad_00148,0,0,0,0,0,1
train/0000/ex01_sad_00149,0,0,0,0,0,1
train/0000/ex01_sad_00150,0,0,0,0,0,1
train/0000/ex01_sad_00151,0,0,0,0,0,1
train/0000/ex01_sad_00152,0,0,0,0,0,1
train/0000/ex01_sad_00153,0,0,0,0,0,1
train/0000/ex01_sad_00154,0,0,0,0,0,1
train/0000/ex01_sad_00155,0,0,0,0,0,1
train/0000/ex01_sad_00156,0,0,0,0,0,1
train/0000/ex01_sad_00157,0,0,0,0,0,1
train/0000/ex01_sad_00158,0,0,0,0,0,1
train/0000/ex01_sad_00159,0,0,0,0,0,1
train/0000/ex01_sad_00160,0,0,0,0,0,1
train/0000/ex01_sad_00161,0,0,0,0,0,1
train/0000/ex01_sad_00162,0,0,0,0,0,1
train/0000/ex01_sad_00163,0,0,0,0,0,1
train/0000/ex01_sad_00164,0,0,0,0,0,1
train/0000/ex01_sad_00165,0,0,0,0,0,1
train/0000/ex01_sad_00166,0,0,0,0,0,1
train/0000/ex01_sad_00167,0,0,0,0,0,1
train/0000/ex01_sad_00168,0,0,0,0,0,1
train/0000/ex01_sad_00169,0,0,0,0,0,1
train/0000/ex01_sad_00170,0,0,0,0,0,1
train/0000/ex01_sad_00171,0,0,0,0,0,1
train/0000/ex01_sad_00172,0,0,0,0,0,1
train/0000/ex01_sad_00173,0,0,0,0,0,1
train/0000/ex01_sad_00174,0,0,0,0,0,1
train/0000/ex01_sad_00175,0,0,0,0,0,1
train/0000/ex01_sad_00176,0,0,0,0,0,1
train/0000/ex01_sad_00177,0,0,0,0,0,1
train/0000/ex01_sad_00178,0,0,0,0,0,1
train/0000/ex01_sad_00179,0,0,0,0,0,1
train/0000/ex01_sad_00180,0,0,0,0,0,1
train/0000/ex01_sad_00181,0,0,0,0,0,1
train/0000/ex01_sad_00182,0,0,0,0,0,1
train/0000/ex01_sad_00183,0,0,0,0,0,1
train/0000/ex01_sad_00184,0,0,0,0,0,1
train/0000/ex01_sad_00185,0,0,0,0,0,1
train/0000/ex01_sad_00186,0,0,0,0,0,1
train/0000/ex01_sad_00187,0,0,0,0,0,1
train/0000/ex01_sad_00188,0,0,0,0,0,1
train/0000/ex01_sad_00189,0,0,0,0,0,1
train/0000/ex01_sad_00190,0,0,0,0,0,1
train/0000/ex01_sad_00191,0,0,0,0,0,1
train/0000/ex01_sad_00192,0,0,0,0,0,1
train/0000/ex01_sad_00193,0,0,0,0,0,1
train/0000/ex01_sad_00194,0,0,0,0,0,1
train/0000/ex01_sad_00195,0,0,0,0,0,1
train/0000/ex01_sad_00196,0,0,0,0,0,1
train/0000/ex01_sad_00197,0,0,0,0,0,1
train/0000/ex01_sad_00198,0,0,0,0,0,1
train/0000/ex01_sad_00199,0,0,0,0,0,1
train/0000/ex01_sad_00200,0,0,0,0,0,1
train/0000/ex01_sad_00201,0,0,0,0,0,1
train/0000/ex01_sad_00202,0,0,0,0,0,1
train/0000/ex01_sad_00203,0,0,0,0,0,1
train/0000/ex01_sad_00204,0,0,0,0,0,1
train/0000/ex01_sad_00205,0,0,0,0,0,1
train/0000/ex01_sad_00206,0,0,0,0,0,1
train/0000/ex01_sad_00207,0,0,0,0,0,1
train/0000/ex01_sad_00208,0,0,0,0,0,1
train/0000/ex01_sad_00209,0,0,0,0,0,1
train/0000/ex01_sad_00210,0,0,0,0,0,1
train/0000/ex01_sad_00211,0,0,0,0,0,1
train/0000/ex01_sad_00212,0,0,0,0,0,1
train/0000/ex01_sad_00213,0,0,0,0,0,1
train/0000/ex01_sad_00214,0,0,0,0,0,1
train/0000/ex01_sad_00215,0,0,0,0,0,1
train/0000/ex01_sad_00216,0,0,0,0,0,1
train/0000/ex01_sad_00217,0,0,0,0,0,1
train/0000/ex01_sad_00218,0,0,0,0,0,1
train/0000/ex01_sad_00219,0,0,0,0,0,1
train/0000/ex01_sad_00220,0,0,0,0,0,1
train/0000/ex01_sad_00221,0,0,0,0,0,1
train/0000/ex01_sad_00222,0,0,0,0,0,1
train/0000/ex01_sad_00223,0,0,0,0,0,1
train/0000/ex01_sad_00224,0,0,0,0,0,1
train/0000/ex01_sad_00225,0,0,0,0,0,1
train/0000/ex01_sad_00226,0,0,0,0,0,1
train/0000/ex01_sad_00227,0,0,0,0,0,1
train/0000/ex01_sad_00228,0,0,0,0,0,1
train/0000/ex01_sad_00229,0,0,0,0,0,1
train/0000/ex01_sad_00230,0,0,0,0,0,1
train/0000/ex01_sad_00231,0,0,0,0,0,1
train/0000/ex01_sad_00232,0,0,0,0,0,1
train/0000/ex01_sad_00233,0,0,0,0,0,1
train/0000/ex01_sad_00234,0,0,0,0,0,1
train/0000/ex01_sad_00235,0,0,0,0,0,1
train/0000/ex01_sad_00236,0,0,0,0,0,1
train/0000/ex01_sad_00237,0,0,0,0,0,1
train/0000/ex01_sad_00238,0,0,0,0,0,1
train/0000/ex01_sad_00239,0,0,0,0,0,1
train/0000/ex01_sad_00240,0,0,0,0,0,1
train/0000/ex01_sad_00241,0,0,0,0,0,1
train/0000/ex01_sad_00242,0,0,0,0,0,1
train/0000/ex01_sad_00243,0,0,0,0,0,1
train/0000/ex01_sad_00244,0,0,0,0,0,1
train/0000/ex01_sad_00245,0,0,0,0,0,1
train/0000/ex01_sad_00246,0,0,0,0,0,1
train/0000/ex01_sad_00247,0,0,0,0,0,1
train/0000/ex01_sad_00248,0,0,0,0,0,1
train/0000/ex01_sad_00249,0,0,0,0,0,1
train/0000/ex01_sad_00250,0,0,0,0,0,1
train/0000/ex01_sad_00251,0,0,0,0,0,1
train/0000/ex01_sad_00252,0,0,0,0,0,1
train/0000/ex01_sad_00253,0,0,0,0,0,1
train/0000/ex01_sad_00254,0,0,0,0,0,1
train/0000/ex01_sad_00255,0,0,0,0,0,1
train/0000/ex01_sad_00256,0,0,0,0,0,1
train/0000/ex01_sad_00257,0,0,0,0,0,1
train/0000/ex01_sad_00258,0,0,0,0,0,1
train/0000/ex01_sad_00259,0,0,0,0,0,1
train/0000/ex01_sad_00260,0,0,0,0,0,1
train/0000/ex01_sad_00261,0,0,0,0,0,1
train/0000/ex01_sad_00262,0,0,0,0,0,1
train/0000/ex01_sad_00263,0,0,0,0,0,1
train/0000/ex01_sad_00264,0,0,0,0,0,1
train/0000/ex01_sad_00265,0,0,0,0,0,1
train/0000/ex01_sad_00266,0,0,0,0,0,1
train/0000/ex01_sad_00267,0,0,0,0,0,1
train/0000/ex01_sad_00268,0,0,0,0,0,1
train/0000/ex01_sad_00269,0,0,0,0,0,1
train/0000/ex01_sad_00270,0,0,0,0,0,1
train/0000/ex01_sad_00271,0,0,0,0,0,1
train/0000/ex01_sad_00272,0,0,0,0,0,1
train/0000/ex01_sad_00273,0,0,0,0,0,1
train/0000/ex01_sad_00274,0,0,0,0,0,1
train/0000/ex01_sad_00275,0,0,0,0,0,1
train/0000/ex01_sad_00276,0,0,0,0,0,1
train/0000/ex01_sad_00277,0,0,0,0,0,1
train/0000/ex01_sad_00278,0,0,0,0,0,1
train/0000/ex01_sad_00279,0,0,0,0,0,1
train/0000/ex01_sad_00280,0,0,0,0,0,1
train/0000/ex01_sad_00281,0,0,0,0,0,1
train/0000/ex01_sad_00282,0,0,0,0,0,1
train/0000/ex01_sad_00283,0,0,0,0,0,1
train/0000/ex01_sad_00284,0,0,0,0,0,1
train/0000/ex01_sad_00285,0,0,0,0,0,1
train/0000/ex01_sad_00286,0,0,0,0,0,1
train/0000/ex01_sad_00287,0,0,0,0,0,1
train/0000/ex01_sad_00288,0,0,0,0,0,1
train/0000/ex01_sad_00289,0,0,0,0,0,1
train/0000/ex01_sad_00290,0,0,0,0,0,1
train/0000/ex01_sad_00291,0,0,0,0,0,1
train/0000/ex01_sad_00292,0,0,0,0,0,1
train/0000/ex01_sad_00293,0,0,0,0,0,1
train/0000/ex01_sad_00294,0,0,0,0,0,1
train/0000/ex01_sad_00295,0,0,0,0,0,1
train/0000/ex01_sad_00296,0,0,0,0,0,1
train/0000/ex01_sad_00297,0,0,0,0,0,1
train/0000/ex01_sad_00298,0,0,0,0,0,1
train/0000/ex01_sad_00299,0,0,0,0,0,1
train/0000/ex01_sad_00300,0,0,0,0,0,1
train/0000/ex01_sad_00301,0,0,0,0,0,1
train/0000/ex01_sad_00302,0,0,0,0,0,1
train/0000/ex01_sad_00303,0,0,0,0,0,1
train/0000/ex01_sad_00304,0,0,0,0,0,1
train/0000/ex01_sad_00305,0,0,0,0,0,1
train/0000/ex01_sad_00306,0,0,0,0,0,1
train/0000/ex01_sad_00307,0,0,0,0,0,1
train/0000/ex01_sad_00308,0,0,0,0,0,1
train/0000/ex01_sad_00309,0,0,0,0,0,1
train/0000/ex01_sad_00310,0,0,0,0,0,1
train/0000/ex01_sad_00311,0,0,0,0,0,1
train/0000/ex01_sad_00312,0,0,0,0,0,1
train/0000/ex01_sad_00313,0,0,0,0,0,1
train/0000/ex01_sad_00314,0,0,0,0,0,1
train/0000/ex01_sad_00315,0,0,0,0,0,1
train/0000/ex01_sad_00316,0,0,0,0,0,1
train/0000/ex01_sad_00317,0,0,0,0,0,1
train/0000/ex01_sad_00318,0,0,0,0,0,1
train/0000/ex01_sad_00319,0,0,0,0,0,1
train/0000/ex01_sad_00320,0,0,0,0,0,1
train/0000/ex01_sad_00321,0,0,0,0,0,1
train/0000/ex01_sad_00322,0,0,0,0,0,1
train/0000/ex01_sad_00323,0,0,0,0,0,1
train/0000/ex01_sad_00324,0,0,0,0,0,1
train/0000/ex01_sad_00325,0,0,0,0,0,1
train/0000/ex01_sad_00326,0,0,0,0,0,1
train/0000/ex01_sad_00327,0,0,0,0,0,1
train/0000/ex01_sad_00328,0,0,0,0,0,1
train/0000/ex01_sad_00329,0,0,0,0,0,1
train/0000/ex01_sad_00330,0,0,0,0,0,1
train/0000/ex01_sad_00331,0,0,0,0,0,1
train/0000/ex01_sad_00332,0,0,0,0,0,1
train/0000/ex01_sad_00333,0,0,0,0,0,1
train/0000/ex01_sad_00334,0,0,0,0,0,1
train/0000/ex01_sad_00335,0,0,0,0,0,1
train/0000/ex01_sad_00336,0,0,0,0,0,1
train/0000/ex01_sad_00337,0,0,0,0,0,1
train/0000/ex01_sad_00338,0,0,0,0,0,1
train/0000/ex01_sad_00339,0,0,0,0,0,1
train/0000/ex01_sad_00340,0,0,0,0,0,1
train/0000/ex01_sad_00341,0,0,0,0,0,1
dev/0000/ex01_sad_00342,0,0,0,0,0,1
dev/0000/ex01_sad_00343,0,0,0,0,0,1
dev/0000/ex01_sad_00344,0,0,0,0,0,1
dev/0000/ex01_sad_00345,0,0,0,0,0,1
dev/0000/ex01_sad_00346,0,0,0,0,0,1
dev/0000/ex01_sad_00347,0,0,0,0,0,1
dev/0000/ex01_sad_00348,0,0,0,0,0,1
dev/0000/ex01_sad_00349,0,0,0,0,0,1
dev/0000/ex01_sad_00350,0,0,0,0,0,1
dev/0000/ex01_sad_00351,0,0,0,0,0,1
dev/0000/ex01_sad_00352,0,0,0,0,0,1
dev/0000/ex01_sad_00353,0,0,0,0,0,1
dev/0000/ex01_sad_00354,0,0,0,0,0,1
dev/0000/ex01_sad_00355,0,0,0,0,0,1
dev/0000/ex01_sad_00356,0,0,0,0,0,1
dev/0000/ex01_sad_00357,0,0,0,0,0,1
test/0000/ex01_sad_00358,0,0,0,0,0,1
test/0000/ex01_sad_00359,0,0,0,0,0,1
test/0000/ex01_sad_00360,0,0,0,0,0,1
test/0000/ex01_sad_00361,0,0,0,0,0,1
test/0000/ex01_sad_00362,0,0,0,0,0,1
test/0000/ex01_sad_00363,0,0,0,0,0,1
test/0000/ex01_sad_00364,0,0,0,0,0,1
test/0000/ex01_sad_00365,0,0,0,0,0,1
test/0000/ex01_sad_00366,0,0,0,0,0,1
test/0000/ex01_sad_00367,0,0,0,0,0,1
test/0000/ex01_sad_00368,0,0,0,0,0,1
test/0000/ex01_sad_00369,0,0,0,0,0,1
test/0000/ex01_sad_00370,0,0,0,0,0,1
test/0000/ex01_sad_00371,0,0,0,0,0,1
test/0000/ex01_sad_00372,0,0,0,0,0,1
test/0000/ex01_sad_00373,0,0,0,0,0,1
test/0000/ex01_sad_00374,0,0,0,0,0,1
test/0000/ex01_sad_00375,0,0,0,0,0,1
test/0000/ex01_sad_00376,0,0,0,0,0,1
test/0000/ex01_sad_00377,0,0,0,0,0,1
test/0000/ex01_sad_00378,0,0,0,0,0,1
test/0000/ex01_sad_00379,0,0,0,0,0,1
test/0000/ex01_sad_00380,0,0,0,0,0,1
train/0001/ex02_confused_00001,1,0,0,0,0,0
train/0001/ex02_confused_00002,1,0,0,0,0,0
train/0001/ex02_confused_00003,1,0,0,0,0,0
train/0001/ex02_confused_00004,1,0,0,0,0,0
train/0001/ex02_confused_00005,1,0,0,0,0,0
train/0001/ex02_confused_00006,1,0,0,0,0,0
train/0001/ex02_confused_00007,1,0,0,0,0,0
train/0001/ex02_confused_00008,1,0,0,0,0,0
train/0001/ex02_confused_00009,1,0,0,0,0,0
train/0001/ex02_confused_00010,1,0,0,0,0,0
train/0001/ex02_confused_00011,1,0,0,0,0,0
train/0001/ex02_confused_00012,1,0,0,0,0,0
train/0001/ex02_confused_00013,1,0,0,0,0,0
train/0001/ex02_confused_00014,1,0,0,0,0,0
train/0001/ex02_confused_00015,1,0,0,0,0,0
train/0001/ex02_confused_00016,1,0,0,0,0,0
train/0001/ex02_confused_00017,1,0,0,0,0,0
train/0001/ex02_confused_00018,1,0,0,0,0,0
train/0001/ex02_confused_00019,1,0,0,0,0,0
train/0001/ex02_confused_00020,1,0,0,0,0,0
train/0001/ex02_confused_00021,1,0,0,0,0,0
train/0001/ex02_confused_00022,1,0,0,0,0,0
train/0001/ex02_confused_00023,1,0,0,0,0,0
train/0001/ex02_confused_00024,1,0,0,0,0,0
train/0001/ex02_confused_00025,1,0,0,0,0,0
train/0001/ex02_confused_00026,1,0,0,0,0,0
